site_name,res_site_id,site_id,res_site_parent_id,res_site_code,res_site_name,descriptor_type_name,descriptor_value,descriptor_type_unit
Olympic Experimental State Forest,708,60,702,Quinault_R,Quinault river (USGS 12039500),Latitude,47.4575863,decimal degrees
Olympic Experimental State Forest,708,60,702,Quinault_R,Quinault river (USGS 12039500),Longitude,-123.8893446,decimal degrees
Plum Island Ecosystem,558,28,31,LOG,Boston Logan International Airport  Boston  MA,Latitude,42.367,decimal degrees
Plum Island Ecosystem,558,28,31,LOG,Boston Logan International Airport  Boston  MA,Longitude,-71.0167,decimal degrees
Plum Island Ecosystem,66,28,31,GDA,Governor Dummer,Latitude,42.7515,decimal degrees
Plum Island Ecosystem,66,28,31,GDA,Governor Dummer,Longitude,70.9024,decimal degrees
Plum Island Ecosystem,326,28,325,IP1101500,Ipswich River at south Middleton MA (USGS),Latitude,42.5694,decimal degrees
Plum Island Ecosystem,326,28,325,IP1101500,Ipswich River at south Middleton MA (USGS),Longitude,71.0275,decimal degrees
Plum Island Ecosystem,329,28,398,IP1102000,Ipswich River near Ipswich MA (USGS),Latitude,42.6597,decimal degrees
Plum Island Ecosystem,329,28,398,IP1102000,Ipswich River near Ipswich MA (USGS),Longitude,70.8942,decimal degrees
Plum Island Ecosystem,682,28,31,MFM,Marshview Farm Field Station,Latitude,42.757,decimal degrees
Plum Island Ecosystem,682,28,31,MFM,Marshview Farm Field Station,Longitude,-70.8914,decimal degrees
Plum Island Ecosystem,322,28,321,PR1101000,Parker River at Byefield MA (USGS),Latitude,42.7528,decimal degrees
Plum Island Ecosystem,322,28,321,PR1101000,Parker River at Byefield MA (USGS),Longitude,70.9461,decimal degrees
Plum Island Ecosystem,31,28,,PIE,Plum Island Ecosystem,Site north bounding coordinate,42.83,decimal degree
Plum Island Ecosystem,31,28,,PIE,Plum Island Ecosystem,Site west bounding coordinate,71.22,decimal degree
Plum Island Ecosystem,31,28,,PIE,Plum Island Ecosystem,Site south bounding coordinate,42.5,decimal degree
Plum Island Ecosystem,31,28,,PIE,Plum Island Ecosystem,Site east bounding coordinate,70.75,decimal degree
Santa Barbara Coastal,756,41,749,AB00,Arroyo Burro Creek at Cliff Drive,Latitude,34.40505027,decimal degrees
Santa Barbara Coastal,756,41,749,AB00,Arroyo Burro Creek at Cliff Drive,Longitude,-119.74021,decimal degrees
Santa Barbara Coastal,759,41,752,HO00,Arroyo Hondo Creek at Hwy 101 Bridge  Upstream Side,Latitude,34.4752858,decimal degrees
Santa Barbara Coastal,759,41,752,HO00,Arroyo Hondo Creek at Hwy 101 Bridge  Upstream Side,Longitude,-120.14122,decimal degrees
Santa Barbara Coastal,757,41,750,BC02,Bell Canyon Creek at Winchester Canyon Rd,Latitude,34.43854,decimal degrees
Santa Barbara Coastal,757,41,750,BC02,Bell Canyon Creek at Winchester Canyon Rd,Longitude,-119.90563,decimal degrees
Santa Barbara Coastal,758,41,751,GV01,Gaviota Creek at Hwy 101 south Rest Stop,Latitude,34.4855,decimal degrees
Santa Barbara Coastal,758,41,751,GV01,Gaviota Creek at Hwy 101 south Rest Stop,Longitude,-120.22917,decimal degrees
Santa Barbara Coastal,760,41,753,MC00,Mission Creek at Montecito St,Latitude,34.41307303,decimal degrees
Santa Barbara Coastal,760,41,753,MC00,Mission Creek at Montecito St,Longitude,-119.69499,decimal degrees
Santa Barbara Coastal,295,41,35,46161,NEWHALL 5 NW,Latitude,34.4,decimal degrees
Santa Barbara Coastal,295,41,35,46161,NEWHALL 5 NW,Longitude,-118.6,decimal degrees
Santa Barbara Coastal,296,41,35,46162,NEWHALL S FC32CE,Latitude,34.383333,decimal degrees
Santa Barbara Coastal,296,41,35,46162,NEWHALL S FC32CE,Longitude,-118.533333,decimal degrees
Santa Barbara Coastal,297,41,35,46399,OJAI,Latitude,34.466667,decimal degrees
Santa Barbara Coastal,297,41,35,46399,OJAI,Longitude,-119.25,decimal degrees
Santa Barbara Coastal,298,41,35,46569,OXNARD,Latitude,34.2,decimal degrees
Santa Barbara Coastal,298,41,35,46569,OXNARD,Longitude,-119.183333,decimal degrees
Santa Barbara Coastal,299,41,35,46572,OXNARD WSFO,Latitude,34.216667,decimal degrees
Santa Barbara Coastal,299,41,35,46572,OXNARD WSFO,Longitude,-119.133333,decimal degrees
Santa Barbara Coastal,300,41,35,46940,PIRU 2 ESE,Latitude,34.4,decimal degrees
Santa Barbara Coastal,300,41,35,46940,PIRU 2 ESE,Longitude,-118.75,decimal degrees
Santa Barbara Coastal,762,41,755,RS02,Rattlesnake Creek at Las Canoas Rd,Latitude,34.45761111,decimal degrees
Santa Barbara Coastal,762,41,755,RS02,Rattlesnake Creek at Las Canoas Rd,Longitude,-119.69222,decimal degrees
Santa Barbara Coastal,761,41,754,RG01,Refugio Creek at Hwy 101,Latitude,34.46573164,decimal degrees
Santa Barbara Coastal,761,41,754,RG01,Refugio Creek at Hwy 101,Longitude,-120.06932,decimal degrees
Santa Barbara Coastal,667,41,666,11120520,SAN PEDRO C A GOLETA CA,Latitude,34.44861,decimal degrees
Santa Barbara Coastal,667,41,666,11120520,SAN PEDRO C A GOLETA CA,Longitude,-119.84028,decimal degrees
Santa Barbara Coastal,301,41,35,47735,SANDBERG,Latitude,34.75,decimal degrees
Santa Barbara Coastal,301,41,35,47735,SANDBERG,Longitude,-118.716667,decimal degrees
Santa Barbara Coastal,302,41,35,47902,SANTA BARBARA,Latitude,34.416667,decimal degrees
Santa Barbara Coastal,302,41,35,47902,SANTA BARBARA,Longitude,-119.683333,decimal degrees
Santa Barbara Coastal,35,41,,SBC,Santa Barbara Coastal,Site north bounding coordinate,34.4125,decimal degree
Santa Barbara Coastal,35,41,,SBC,Santa Barbara Coastal,Site west bounding coordinate,-119.842,decimal degree
Santa Barbara Coastal,35,41,,SBC,Santa Barbara Coastal,Site south bounding coordinate,34.4125,decimal degree
Santa Barbara Coastal,35,41,,SBC,Santa Barbara Coastal,Site east bounding coordinate,-119.842,decimal degree
Santa Barbara Coastal,303,41,35,47905,SANTA BARBARA MUNICIPAL AP,Latitude,34.433333,decimal degrees
Santa Barbara Coastal,303,41,35,47905,SANTA BARBARA MUNICIPAL AP,Longitude,-119.85,decimal degrees
Santa Barbara Coastal,304,41,35,47957,SANTA PAULA,Latitude,34.316667,decimal degrees
Santa Barbara Coastal,304,41,35,47957,SANTA PAULA,Longitude,-119.133333,decimal degrees
Santa Barbara Coastal,305,41,35,48014,SAUGUS POWER PLANT 1,Latitude,34.583333,decimal degrees
Santa Barbara Coastal,305,41,35,48014,SAUGUS POWER PLANT 1,Longitude,-118.45,decimal degrees
Santa Barbara Coastal,306,41,35,49285,VENTURA,Latitude,34.283333,decimal degrees
Santa Barbara Coastal,306,41,35,49285,VENTURA,Longitude,-119.3,decimal degrees
Santee Experimental Forest Watersheds,200,36,40,WS-80,Control Watershed,north bounding coordinate,N-33.15931  W-79.78756,decimal degrees
Santee Experimental Forest Watersheds,200,36,40,WS-80,Control Watershed,west bounding coordinate,N-33.15219  W-79.77854,decimal degrees
Santee Experimental Forest Watersheds,200,36,40,WS-80,Control Watershed,south bounding coordinate,N-33.14220  W-79.79351,decimal degrees
Santee Experimental Forest Watersheds,200,36,40,WS-80,Control Watershed,east bounding coordinate,N-33.15241  W-79.80339,decimal degrees
Santee Experimental Forest Watersheds,203,36,200,WS80,Flume at Control Watershed,Latitude,N-33.14579,decimal degrees
Santee Experimental Forest Watersheds,203,36,200,WS80,Flume at Control Watershed,Longitude,W-79.79123,decimal degrees
Santee Experimental Forest Watersheds,204,36,201,WS77,Flume at Treatment Watershed,Latitude,N-33.14142,decimal degrees
Santee Experimental Forest Watersheds,204,36,201,WS77,Flume at Treatment Watershed,Longitude,W-79.78409,decimal degrees
Santee Experimental Forest Watersheds,218,36,40,Lottie,Lottie Road,Latitude,N-33.14707,decimal degrees
Santee Experimental Forest Watersheds,218,36,40,Lottie,Lottie Road,Longitude,W-79.78971,decimal degrees
Santee Experimental Forest Watersheds,216,36,200,MS25,Meteorologic Station #25,Latitude,N-33.13598,decimal degrees
Santee Experimental Forest Watersheds,216,36,200,MS25,Meteorologic Station #25,Longitude,W-79.77910,decimal degrees
Santee Experimental Forest Watersheds,215,36,201,MS05,Meteorologic Station #5,Latitude,N-33.14162,decimal degrees
Santee Experimental Forest Watersheds,215,36,201,MS05,Meteorologic Station #5,Longitude,W-7978836,decimal degrees
Santee Experimental Forest Watersheds,40,36,,SNT,Santee Experimental Forest Watersheds,Site north bounding coordinate,N-33.14999  W-79.77688,decimal degree
Santee Experimental Forest Watersheds,40,36,,SNT,Santee Experimental Forest Watersheds,Site west bounding coordinate,N-33.13837  W-79.76318,decimal degree
Santee Experimental Forest Watersheds,40,36,,SNT,Santee Experimental Forest Watersheds,Site south bounding coordinate,N-33.13837  W-79.77076,decimal degree
Santee Experimental Forest Watersheds,40,36,,SNT,Santee Experimental Forest Watersheds,Site east bounding coordinate,N-33.13788  W-79.78143,decimal degree
Santee Experimental Forest Watersheds,201,36,40,WS-77,Treatment Watershed,north bounding coordinate,N-33.14999 W-79.7768,decimal degrees
Santee Experimental Forest Watersheds,201,36,40,WS-77,Treatment Watershed,west bounding coordinate,N-33.13837  W-79.76318,decimal degrees
Santee Experimental Forest Watersheds,201,36,40,WS-77,Treatment Watershed,south bounding coordinate,N-33.13286  W-79.77076,decimal degrees
Santee Experimental Forest Watersheds,201,36,40,WS-77,Treatment Watershed,east bounding coordinate,N-33.13788  W-79.78143,decimal degrees
Sevilleta National Wildlife Refuge,294,32,36,BLUEGRAMA,Blue Grama (50),Latitude,34.335,decimal degrees
Sevilleta National Wildlife Refuge,294,32,36,BLUEGRAMA,Blue Grama (50),Longitude,-106.632,decimal degrees
Sevilleta National Wildlife Refuge,254,32,36,BRONCOWELL,Bronco Well (45),Latitude,34.4056,decimal degrees
Sevilleta National Wildlife Refuge,254,32,36,BRONCOWELL,Bronco Well (45),Longitude,-106.934,decimal degrees
Sevilleta National Wildlife Refuge,67,32,36,DEEPWELL,Deepwell (40),Latitude,34.3586,decimal degrees
Sevilleta National Wildlife Refuge,67,32,36,DEEPWELL,Deepwell (40),Longitude,-106.6911,decimal degrees
Sevilleta National Wildlife Refuge,255,32,36,FIELDSTN,Field Station (01),Latitude,34.356,decimal degrees
Sevilleta National Wildlife Refuge,255,32,36,FIELDSTN,Field Station (01),Longitude,-106.8853,decimal degrees
Sevilleta National Wildlife Refuge,293,32,36,FIVEPOINTS,Five Points (49),Latitude,34.335,decimal degrees
Sevilleta National Wildlife Refuge,293,32,36,FIVEPOINTS,Five Points (49),Longitude,-106.7293,decimal degrees
Sevilleta National Wildlife Refuge,720,32,716,Gila_R,Gila River (USGS 9430500),Latitude,33.0615,decimal degrees
Sevilleta National Wildlife Refuge,720,32,716,Gila_R,Gila River (USGS 9430500),Longitude,108.5374,decimal degrees
Sevilleta National Wildlife Refuge,719,32,715,Jemez_R,Jemez River (USGS 8324000),Latitude,35.66198,decimal degrees
Sevilleta National Wildlife Refuge,719,32,715,Jemez_R,Jemez River (USGS 8324000),Longitude,106.7434,decimal degrees
Sevilleta National Wildlife Refuge,251,32,36,MONTOSO,Montoso (42),Latitude,34.3685,decimal degrees
Sevilleta National Wildlife Refuge,251,32,36,MONTOSO,Montoso (42),Longitude,-106.5355,decimal degrees
Sevilleta National Wildlife Refuge,717,32,713,Pecos_R,Pecos River (USGS 8378500),Latitude,35.70835,decimal degrees
Sevilleta National Wildlife Refuge,717,32,713,Pecos_R,Pecos River (USGS 8378500),Longitude,105.6827,decimal degrees
Sevilleta National Wildlife Refuge,252,32,36,REDTANK,Red Tank (43),Latitude,34.3982,decimal degrees
Sevilleta National Wildlife Refuge,252,32,36,REDTANK,Red Tank (43),Longitude,-107.0374,decimal degrees
Sevilleta National Wildlife Refuge,718,32,714,Rio_G,Rio Grande (USGS 08313000),Latitude,35.8745,decimal degrees
Sevilleta National Wildlife Refuge,718,32,714,Rio_G,Rio Grande (USGS 08313000),Longitude,106.1424,decimal degrees
Sevilleta National Wildlife Refuge,253,32,36,RIOSALADO,Rio Salado (44),Latitude,34.296,decimal degrees
Sevilleta National Wildlife Refuge,253,32,36,RIOSALADO,Rio Salado (44),Longitude,-106.9267,decimal degrees
Sevilleta National Wildlife Refuge,292,32,36,SAVANNA,Savanna (48),Latitude,34.4147,decimal degrees
Sevilleta National Wildlife Refuge,292,32,36,SAVANNA,Savanna (48),Longitude,-106.5234,decimal degrees
Sevilleta National Wildlife Refuge,36,32,,SEV,Sevilleta National Wildlife Refuge,Site north bounding coordinate,34.353,decimal degree
Sevilleta National Wildlife Refuge,36,32,,SEV,Sevilleta National Wildlife Refuge,Site south bounding coordinate,-106.882,decimal degree
Sevilleta National Wildlife Refuge,250,32,36,southGATE,southgate (41),Latitude,34.2167,decimal degrees
Sevilleta National Wildlife Refuge,250,32,36,southGATE,southgate (41),Longitude,-106.7954,decimal degrees
Shortgrass Steppe,68,33,37,11,Meteorological Station 11                         ,Latitude,40 80.553,decimal degrees
Shortgrass Steppe,68,33,37,11,Meteorological Station 11                         ,Longitude,104 75.470,decimal degrees
Tenderfoot Creek Experimental Forest,549,37,548,BUBBLING,Bubbling Creek Flume,Latitude,46.92223,decimal degrees
Tenderfoot Creek Experimental Forest,549,37,548,BUBBLING,Bubbling Creek Flume,Longitude,-110.8954,decimal degrees
Tenderfoot Creek Experimental Forest,548,37,41,BUBBLING,Bubbling Creek Watershed,north bounding coordinate,46.922495,decimal degrees
Tenderfoot Creek Experimental Forest,548,37,41,BUBBLING,Bubbling Creek Watershed,west bounding coordinate,-110.907268,decimal degrees
Tenderfoot Creek Experimental Forest,548,37,41,BUBBLING,Bubbling Creek Watershed,south bounding coordinate,46.898313,decimal degrees
Tenderfoot Creek Experimental Forest,548,37,41,BUBBLING,Bubbling Creek Watershed,east bounding coordinate,-110.884814,decimal degrees
Tenderfoot Creek Experimental Forest,555,37,554,LONESOME,Lonesome Creek Flume,Latitude,46.91365,decimal degrees
Tenderfoot Creek Experimental Forest,555,37,554,LONESOME,Lonesome Creek Flume,Longitude,-110.9387,decimal degrees
Tenderfoot Creek Experimental Forest,554,37,41,LONESOME,Lonesome Creek Watershed,north bounding coordinate,46.916608,decimal degrees
Tenderfoot Creek Experimental Forest,554,37,41,LONESOME,Lonesome Creek Watershed,west bounding coordinate,-110.947584,decimal degrees
Tenderfoot Creek Experimental Forest,554,37,41,LONESOME,Lonesome Creek Watershed,south bounding coordinate,46.893484,decimal degrees
Tenderfoot Creek Experimental Forest,554,37,41,LONESOME,Lonesome Creek Watershed,east bounding coordinate,-110.921236,decimal degrees
Tenderfoot Creek Experimental Forest,545,37,543,LSTRINGER,Lower Stringer Creek Flume,Latitude,46.92694,decimal degrees
Tenderfoot Creek Experimental Forest,545,37,543,LSTRINGER,Lower Stringer Creek Flume,Longitude,-110.901,decimal degrees
Tenderfoot Creek Experimental Forest,539,37,537,LSUN,Lower Sun Creek Flume,Latitude,46.9198,decimal degrees
Tenderfoot Creek Experimental Forest,539,37,537,LSUN,Lower Sun Creek Flume,Longitude,-110.878,decimal degrees
Tenderfoot Creek Experimental Forest,542,37,540,LTFOOT,Lower Tenderfoot Creek Flume,Latitude,46.92693,decimal degrees
Tenderfoot Creek Experimental Forest,542,37,540,LTFOOT,Lower Tenderfoot Creek Flume,Longitude,-110.9019,decimal degrees
Tenderfoot Creek Experimental Forest,556,37,41,ONION,Onion Park Met Station,Latitude,46.91345,decimal degrees
Tenderfoot Creek Experimental Forest,556,37,41,ONION,Onion Park Met Station,Longitude,-110.8527,decimal degrees
Tenderfoot Creek Experimental Forest,551,37,550,PACK,Pack Creek Flume,Latitude,46.92719,decimal degrees
Tenderfoot Creek Experimental Forest,551,37,550,PACK,Pack Creek Flume,Longitude,-110.9101,decimal degrees
Tenderfoot Creek Experimental Forest,550,37,41,PACK,Pack Creek Watershed,north bounding coordinate,46.926919,decimal degrees
Tenderfoot Creek Experimental Forest,550,37,41,PACK,Pack Creek Watershed,west bounding coordinate,-110.926621,decimal degrees
Tenderfoot Creek Experimental Forest,550,37,41,PACK,Pack Creek Watershed,south bounding coordinate,46.896027,decimal degrees
Tenderfoot Creek Experimental Forest,550,37,41,PACK,Pack Creek Watershed,east bounding coordinate,-110.904368,decimal degrees
Tenderfoot Creek Experimental Forest,553,37,552,PASSIONATE,Passionate Creek Flume,Latitude,46.93003,decimal degrees
Tenderfoot Creek Experimental Forest,553,37,552,PASSIONATE,Passionate Creek Flume,Longitude,-110.922,decimal degrees
Tenderfoot Creek Experimental Forest,552,37,41,PASSIONATE,Passionate Creek Watershed,north bounding coordinate,46.949863,decimal degrees
Tenderfoot Creek Experimental Forest,552,37,41,PASSIONATE,Passionate Creek Watershed,west bounding coordinate,-110.922688,decimal degrees
Tenderfoot Creek Experimental Forest,552,37,41,PASSIONATE,Passionate Creek Watershed,south bounding coordinate,46.929849,decimal degrees
Tenderfoot Creek Experimental Forest,552,37,41,PASSIONATE,Passionate Creek Watershed,east bounding coordinate,-110.898361,decimal degrees
Tenderfoot Creek Experimental Forest,547,37,546,SPRPARK,Spring Park Creek Flume,Latitude,46.92364,decimal degrees
Tenderfoot Creek Experimental Forest,547,37,546,SPRPARK,Spring Park Creek Flume,Longitude,-110.8822,decimal degrees
Tenderfoot Creek Experimental Forest,546,37,41,SPRPARK,Spring Park Watershed,north bounding coordinate,46.946247,decimal degrees
Tenderfoot Creek Experimental Forest,546,37,41,SPRPARK,Spring Park Watershed,west bounding coordinate,-110.882204,decimal degrees
Tenderfoot Creek Experimental Forest,546,37,41,SPRPARK,Spring Park Watershed,south bounding coordinate,46.923059,decimal degrees
Tenderfoot Creek Experimental Forest,546,37,41,SPRPARK,Spring Park Watershed,east bounding coordinate,-110.852781,decimal degrees
Tenderfoot Creek Experimental Forest,557,37,41,STRINGER,Stringer Creek Met Station,Latitude,46.92695,decimal degrees
Tenderfoot Creek Experimental Forest,557,37,41,STRINGER,Stringer Creek Met Station,Longitude,-110.9013,decimal degrees
Tenderfoot Creek Experimental Forest,543,37,41,STRINGER,Stringer Creek Watershed,north bounding coordinate,46.957775,decimal degrees
Tenderfoot Creek Experimental Forest,543,37,41,STRINGER,Stringer Creek Watershed,west bounding coordinate,-110.901834,decimal degrees
Tenderfoot Creek Experimental Forest,543,37,41,STRINGER,Stringer Creek Watershed,south bounding coordinate,46.926391,decimal degrees
Tenderfoot Creek Experimental Forest,543,37,41,STRINGER,Stringer Creek Watershed,east bounding coordinate,-110.869728,decimal degrees
Tenderfoot Creek Experimental Forest,537,37,41,SUN,Sun Creek Watershed,north bounding coordinate,46.919556,decimal degrees
Tenderfoot Creek Experimental Forest,537,37,41,SUN,Sun Creek Watershed,west bounding coordinate,-110.89086,decimal degrees
Tenderfoot Creek Experimental Forest,537,37,41,SUN,Sun Creek Watershed,south bounding coordinate,46.891402,decimal degrees
Tenderfoot Creek Experimental Forest,537,37,41,SUN,Sun Creek Watershed,east bounding coordinate,-110.868483,decimal degrees
Tenderfoot Creek Experimental Forest,41,37,,TEN,Tenderfoot Creek Experimental Forest,Site north bounding coordinate,46.95776,decimal degree
Tenderfoot Creek Experimental Forest,41,37,,TEN,Tenderfoot Creek Experimental Forest,Site west bounding coordinate,-110.94757,decimal degree
Tenderfoot Creek Experimental Forest,41,37,,TEN,Tenderfoot Creek Experimental Forest,Site south bounding coordinate,46.89142,decimal degree
Tenderfoot Creek Experimental Forest,41,37,,TEN,Tenderfoot Creek Experimental Forest,Site east bounding coordinate,-110.83292,decimal degree
Tenderfoot Creek Experimental Forest,540,37,41,TFOOT,Tenderfoot Creek Watershed,north bounding coordinate,46.95778,decimal degrees
Tenderfoot Creek Experimental Forest,540,37,41,TFOOT,Tenderfoot Creek Watershed,west bounding coordinate,-110.90728,decimal degrees
Tenderfoot Creek Experimental Forest,540,37,41,TFOOT,Tenderfoot Creek Watershed,south bounding coordinate,46.891355,decimal degrees
Tenderfoot Creek Experimental Forest,540,37,41,TFOOT,Tenderfoot Creek Watershed,east bounding coordinate,-110.832812,decimal degrees
Tenderfoot Creek Experimental Forest,544,37,543,USTRINGER,Upper Stringer Creek Flume,Latitude,46.93484,decimal degrees
Tenderfoot Creek Experimental Forest,544,37,543,USTRINGER,Upper Stringer Creek Flume,Longitude,-110.8927,decimal degrees
Tenderfoot Creek Experimental Forest,538,37,537,USUN,Upper Sun Creek Flume,Latitude,46.90951,decimal degrees
Tenderfoot Creek Experimental Forest,538,37,537,USUN,Upper Sun Creek Flume,Longitude,-110.8789,decimal degrees
Tenderfoot Creek Experimental Forest,541,37,540,UTFOOT,Upper Tenderfoot Creek Flume,Latitude,46.92016,decimal degrees
Tenderfoot Creek Experimental Forest,541,37,540,UTFOOT,Upper Tenderfoot Creek Flume,Longitude,-110.8734,decimal degrees
TERN - Fu-shan,562,53,,FSH,TERN - Fushan,Site north bounding coordinate,24.76667,decimal degree
TERN - Fu-shan,562,53,,FSH,TERN - Fushan,Site east bounding coordinate,121.71667,decimal degree
"TERN - High Altitude Experimental Station  TESRI",569,54,,HAE,"TERN - High Altitude Experimental Station  TESRI",Site north bounding coordinate,24.16339,decimal degree
"TERN - High Altitude Experimental Station  TESRI",569,54,,HAE,"TERN - High Altitude Experimental Station  TESRI",Site east bounding coordinate,121.27872,decimal degree
TERN - Ta-ta-chia,561,52,,TCC,TERN - Tatachia,Site north bounding coordinate,23.46667,decimal degree
TERN - Ta-ta-chia,561,52,,TCC,TERN - Tatachia,Site east bounding coordinate,120.86667,decimal degree
TERN - Taiwan Agricultural Ecosystem Research,564,51,560,G2M35,Chi-ko Branch Farm,Latitude,23.5858,decimal degrees
TERN - Taiwan Agricultural Ecosystem Research,564,51,560,G2M35,Chi-ko Branch Farm,Longitude,120.4083,decimal degrees
TERN - Taiwan Agricultural Ecosystem Research,565,51,560,G2L02,Chia-yi Litchi Orchard,Latitude,23.485,decimal degrees
TERN - Taiwan Agricultural Ecosystem Research,565,51,560,G2L02,Chia-yi Litchi Orchard,Longitude,120.4739,decimal degrees
TERN - Taiwan Agricultural Ecosystem Research,560,51,,TAE,TERN - Taiwan Agricultural Ecosystem Research,Site north bounding coordinate,23.6375,decimal degree
TERN - Taiwan Agricultural Ecosystem Research,560,51,,TAE,TERN - Taiwan Agricultural Ecosystem Research,Site east bounding coordinate,120.4681,decimal degree
TERN - Taiwan Agricultural Ecosystem Research,563,51,560,72K22,Yuin-lin Branch Station,Latitude,23.6344,decimal degrees
TERN - Taiwan Agricultural Ecosystem Research,563,51,560,72K22,Yuin-lin Branch Station,Longitude,120.4772,decimal degrees
The Pine Watersheds,114,29,32,Pine1,Pine Watershed 1,north bounding coordinate, 34.39482 N,decimal degrees
The Pine Watersheds,114,29,32,Pine1,Pine Watershed 1,west bounding coordinate,89.45362 W,decimal degrees
The Pine Watersheds,114,29,32,Pine1,Pine Watershed 1,south bounding coordinate,34.39360 N,decimal degrees
The Pine Watersheds,114,29,32,Pine1,Pine Watershed 1,east bounding coordinate,89.45196 W,decimal degrees
The Pine Watersheds,115,29,114,Pine1F,Pine Watershed 1 Flume,Latitude,34.39437 N,decimal degrees
The Pine Watersheds,115,29,114,Pine1F,Pine Watershed 1 Flume,Longitude,89.45360 W,decimal degrees
The Pine Watersheds,170,29,32,Pine2,Pine Watershed 2,north bounding coordinate,34.39505 N,decimal degrees
The Pine Watersheds,170,29,32,Pine2,Pine Watershed 2,west bounding coordinate,89.45224 W,decimal degrees
The Pine Watersheds,170,29,32,Pine2,Pine Watershed 2,south bounding coordinate,34.39301 N,decimal degrees
The Pine Watersheds,170,29,32,Pine2,Pine Watershed 2,east bounding coordinate,89.45118 W,decimal degrees
The Pine Watersheds,171,29,170,Pine2F,Pine Watershed 2 Flume,Latitude,34.39303 N,decimal degrees
The Pine Watersheds,171,29,170,Pine2F,Pine Watershed 2 Flume,Longitude,89.45200 W,decimal degrees
The Pine Watersheds,172,29,32,Pine3,Pine Watershed 3,north bounding coordinate,34.39941 N,decimal degrees
The Pine Watersheds,172,29,32,Pine3,Pine Watershed 3,west bounding coordinate,89.45661 W,decimal degrees
The Pine Watersheds,172,29,32,Pine3,Pine Watershed 3,south bounding coordinate,34.39817 N,decimal degrees
The Pine Watersheds,172,29,32,Pine3,Pine Watershed 3,east bounding coordinate,89.45544 W,decimal degrees
The Pine Watersheds,173,29,172,Pine3F,Pine Watershed 3 Flume,Latitude,34.39934 N,decimal degrees
The Pine Watersheds,173,29,172,Pine3F,Pine Watershed 3 Flume,Longitude,89.45556 W,decimal degrees
The Pine Watersheds,32,29,,PIN,The Pines Watershed,Site north bounding coordinate, 34.39941 N,decimal degree
The Pine Watersheds,32,29,,PIN,The Pines Watershed,Site west bounding coordinate,89.45661 W,decimal degree
The Pine Watersheds,32,29,,PIN,The Pines Watershed,Site south bounding coordinate,34.39301 N,decimal degree
The Pine Watersheds,32,29,,PIN,The Pines Watershed,Site east bounding coordinate,89.45118 W,decimal degree
Virginia Coast Reserve,69,38,42,HOGI,Hog Island,Latitude,37.2938,decimal degrees
Virginia Coast Reserve,69,38,42,HOGI,Hog Island,Longitude,-75.9251,decimal degrees
Virginia Coast Reserve,781,38,42,HOG2,Hog Island Dune,Latitude,37.4505534,decimal degrees
Virginia Coast Reserve,781,38,42,HOG2,Hog Island Dune,Longitude,-75.66683694,decimal degrees
Virginia Coast Reserve,220,38,42,PHCK,Phillips Creek,Latitude,37.459389,decimal degrees
Virginia Coast Reserve,220,38,42,PHCK,Phillips Creek,Longitude,-75.83239,decimal degrees
Virginia Coast Reserve,782,38,42,PHCK2,Phillips Creek Logger 2,Latitude,37.45938967,decimal degrees
Virginia Coast Reserve,782,38,42,PHCK2,Phillips Creek Logger 2,Longitude,-75.83239,decimal degrees
Young Bay Experimental Forest,517,49,516,east,east Gauging Station,Latitude,58.1545N,decimal degrees
Young Bay Experimental Forest,517,49,516,east,east Gauging Station,Longitude,134.6676W,decimal degrees
Young Bay Experimental Forest,516,49,514,WS_east,east Watershed,north bounding coordinate,long:134.6571 lat:58.1624,decimal degrees
Young Bay Experimental Forest,516,49,514,WS_east,east Watershed,west bounding coordinate,long:134.6906 lat:58.1592,decimal degrees
Young Bay Experimental Forest,516,49,514,WS_east,east Watershed,south bounding coordinate,long:134.6519 lat:58.1000,decimal degrees
Young Bay Experimental Forest,516,49,514,WS_east,east Watershed,east bounding coordinate,long:134.5892 lat:58.1083,decimal degrees
Young Bay Experimental Forest,515,49,514,JUNAP,Juneau Airport  #504100,Latitude,58.3536,decimal degrees
Young Bay Experimental Forest,515,49,514,JUNAP,Juneau Airport  #504100,Longitude,134.5961,decimal degrees
Young Bay Experimental Forest,514,49,,YEF,Young Bay Experimental Forest,Site north bounding coordinate,long:134.6571 lat:58.1624,decimal degree
Young Bay Experimental Forest,514,49,,YEF,Young Bay Experimental Forest,Site west bounding coordinate,long:134.6906 lat:58.1592,decimal degree
Young Bay Experimental Forest,514,49,,YEF,Young Bay Experimental Forest,Site south bounding coordinate,long:134.6519 lat:58.1000,decimal degree
Young Bay Experimental Forest,514,49,,YEF,Young Bay Experimental Forest,Site east bounding coordinate,long:134.5892 lat:58.1083,decimal degree
