LTER_Site,Station,Date,Daily_AirTemp_Mean_C,Flag_Daily_AirTemp_Mean_C,Daily_AirTemp_AbsMax_C,Flag_Daily_AirTemp_AbsMax_C,Daily_AirTemp_AbsMin_C,Flag_Daily_AirTemp_AbsMin_C,Daily_Precip_Total_mm,Flag_Daily_Precip_Total_mm
FCE,EVERGLADES,20060324,23.05,,27.8,,18.3,,0,
FCE,EVERGLADES,20060325,17.2,,26.1,,8.3,,0,
FCE,EVERGLADES,20060326,15.25,,23.3,,7.2,,0,
FCE,EVERGLADES,20060327,15.25,,24.4,,6.1,,0,
FCE,EVERGLADES,20060328,17.5,,23.9,,11.1,,0,
FCE,EVERGLADES,20060329,20.55,,26.7,,14.4,,0,
FCE,EVERGLADES,20060330,21.4,,27.2,,15.6,,0,
FCE,EVERGLADES,20060331,22.5,,29.4,,15.6,,0,
FCE,EVERGLADES,20060401,22.5,,29.4,,15.6,,0,
FCE,EVERGLADES,20060402,22.5,,27.8,,17.2,,0,
FCE,EVERGLADES,20060403,21.7,,26.7,,16.7,,0,
FCE,EVERGLADES,20060404,23.3,,28.3,,18.3,,0,
FCE,EVERGLADES,20060405,23.3,,27.2,,19.4,,0,
FCE,EVERGLADES,20060406,21.35,,29.4,,13.3,,0,
FCE,EVERGLADES,20060407,20,,26.1,,13.9,,0,
FCE,EVERGLADES,20060408,22.75,,28.3,,17.2,,0,
FCE,EVERGLADES,20060409,25.25,,28.3,,22.2,,0,
FCE,EVERGLADES,20060410,23.85,,28.3,,19.4,,0,
FCE,EVERGLADES,20060411,23.3,,29.4,,17.2,,0,
FCE,EVERGLADES,20060412,23.05,,29.4,,16.7,,0,
FCE,EVERGLADES,20060413,21.95,,28.3,,15.6,,0,
FCE,EVERGLADES,20060414,21.65,,29.4,,13.9,,0,
FCE,EVERGLADES,20060415,22.8,,30.6,,15,,0,
FCE,EVERGLADES,20060416,21.65,,27.2,,16.1,,0,
FCE,EVERGLADES,20060417,22.5,,27.8,,17.2,,0,
FCE,EVERGLADES,20060418,24.15,,27.2,,21.1,,0,
FCE,EVERGLADES,20060419,23.6,,28.3,,18.9,,0,
FCE,EVERGLADES,20060420,24.4,,29.4,,19.4,,0,
FCE,EVERGLADES,20060421,24.45,,28.9,,20,,0,
FCE,EVERGLADES,20060422,25,,29.4,,20.6,,0,
FCE,EVERGLADES,20060423,25.55,,30,,21.1,,0,
FCE,EVERGLADES,20060424,25.25,,29.4,,21.1,,0,
FCE,EVERGLADES,20060425,25.8,,29.4,,22.2,,0,
FCE,EVERGLADES,20060426,25.85,,30,,21.7,,0,
FCE,EVERGLADES,20060427,28.1,,30.6,,25.6,,0,
FCE,EVERGLADES,20060428,23.9,,30,,17.8,,0,
FCE,EVERGLADES,20060429,24.45,,32.8,,16.1,,0,
FCE,EVERGLADES,20060430,23.3,,28.3,,18.3,,0,
FCE,EVERGLADES,20060501,22.2,,29.4,,15,,0,
FCE,EVERGLADES,20060502,22.8,,31.7,,13.9,,0,
FCE,EVERGLADES,20060503,24.15,,31.1,,17.2,,0,
FCE,EVERGLADES,20060504,23.6,,30,,17.2,,0,
FCE,EVERGLADES,20060505,24.7,,31.1,,18.3,,0,
FCE,EVERGLADES,20060506,23.6,,28.9,,18.3,,0,
FCE,EVERGLADES,20060507,25,,29.4,,20.6,,0,
FCE,EVERGLADES,20060508,25.55,,31.1,,20,,0,
FCE,EVERGLADES,20060509,25.25,,29.4,,21.1,,0,
FCE,EVERGLADES,20060510,25,,29.4,,20.6,,0,
FCE,EVERGLADES,20060511,25.8,,29.4,,22.2,,0,
FCE,EVERGLADES,20060512,26.4,,30.6,,22.2,,1.8,
FCE,EVERGLADES,20060513,23.35,,31.1,,15.6,,0,
FCE,EVERGLADES,20060514,24.15,,31.1,,17.2,,0,
FCE,EVERGLADES,20060515,24.4,,29.4,,19.4,,0,
FCE,EVERGLADES,20060516,25.3,,30,,20.6,,66.5,
FCE,EVERGLADES,20060517,22.2,,24.4,,20,,13,
FCE,EVERGLADES,20060518,23.35,,30,,16.7,,0,
FCE,EVERGLADES,20060519,22.8,,27.8,,17.8,,0,
FCE,EVERGLADES,20060520,23.6,,28.3,,18.9,,0,
FCE,EVERGLADES,20060521,23.6,,30,,17.2,,0,
FCE,EVERGLADES,20060522,25.55,,30,,21.1,,0,
FCE,EVERGLADES,20060523,26.95,,31.1,,22.8,,0.5,
FCE,EVERGLADES,20060524,26.95,,31.1,,22.8,,0,
FCE,EVERGLADES,20060525,27.25,,33.9,,20.6,,54.4,
FCE,EVERGLADES,20060526,24.15,,27.2,,21.1,,36.6,
FCE,EVERGLADES,20060527,26.1,,30,,22.2,,0,
FCE,EVERGLADES,20060528,26.95,,31.1,,22.8,,0,
FCE,EVERGLADES,20060529,28.85,,34.4,,23.3,,0,
FCE,EVERGLADES,20060530,26.95,,32.2,,21.7,,9.9,
FCE,EVERGLADES,20060531,27.2,,33.3,,21.1,,0,
FCE,EVERGLADES,20060601,27.2,,32.2,,22.2,,0,
FCE,EVERGLADES,20060602,26.15,,30.6,,21.7,,0.5,
FCE,EVERGLADES,20060603,26.4,,30.6,,22.2,,14.2,
FCE,EVERGLADES,20060604,26.65,,30,,23.3,,0,
FCE,EVERGLADES,20060605,26.65,,30,,23.3,,0,
FCE,EVERGLADES,20060606,25.85,,30,,21.7,,0,
FCE,EVERGLADES,20060607,26.65,,31.1,,22.2,,0,
FCE,EVERGLADES,20060608,27.8,,32.8,,22.8,,0,
FCE,EVERGLADES,20060609,28.6,,33.9,,23.3,,11.2,
FCE,EVERGLADES,20060610,26.95,,30.6,,23.3,,0,
FCE,EVERGLADES,20060611,27.2,,31.1,,23.3,,0.8,
FCE,EVERGLADES,20060612,24.45,,26.1,,22.8,,23.9,
FCE,EVERGLADES,20060613,27.5,,28.9,,26.1,,0,
FCE,EVERGLADES,20060614,27.5,,29.4,,25.6,,0,
FCE,EVERGLADES,20060615,27.25,,30.6,,23.9,,0,
FCE,EVERGLADES,20060616,28.05,,32.2,,23.9,,0,
FCE,EVERGLADES,20060617,26.35,,28.3,,24.4,,5.1,
FCE,EVERGLADES,20060618,28.3,,33.3,,23.3,,19.6,
FCE,EVERGLADES,20060619,27.5,,32.2,,22.8,,8.4,
FCE,EVERGLADES,20060620,28.3,,33.3,,23.3,,7.6,
FCE,EVERGLADES,20060621,28.85,,34.4,,23.3,,9.4,
FCE,EVERGLADES,20060622,28.85,,34.4,,23.3,,31,
FCE,EVERGLADES,20060623,28.6,,34.4,,22.8,,0,
FCE,EVERGLADES,20060624,28.6,,33.9,,23.3,,0,
FCE,EVERGLADES,20060625,28.3,,33.3,,23.3,,2.3,
FCE,EVERGLADES,20060626,26.65,,30,,23.3,,51.6,
FCE,EVERGLADES,20060627,27.8,,30.6,,25,,0,
FCE,EVERGLADES,20060628,28.05,,31.7,,24.4,,0,
FCE,EVERGLADES,20060629,28.3,,33.3,,23.3,,4.1,
FCE,EVERGLADES,20060630,29.15,,34.4,,23.9,,3.3,
FCE,EVERGLADES,20060701,29.15,,34.4,,23.9,,16.3,
FCE,EVERGLADES,20060702,29.7,,34.4,,25,,0.8,
FCE,EVERGLADES,20060703,28.3,,32.2,,24.4,,0,
FCE,EVERGLADES,20060704,28.85,,34.4,,23.3,,8.6,
FCE,EVERGLADES,20060705,29.15,,34.4,,23.9,,0,
FCE,EVERGLADES,20060706,27.5,,32.2,,22.8,,28.4,
FCE,EVERGLADES,20060707,24.7,,28.3,,21.1,,54.4,
FCE,EVERGLADES,20060708,25.85,,28.9,,22.8,,25.7,
FCE,EVERGLADES,20060709,26.95,,31.7,,22.2,,0.8,
FCE,EVERGLADES,20060710,28.05,,32.2,,23.9,,9.1,
FCE,EVERGLADES,20060711,28.6,,33.3,,23.9,,0,
FCE,EVERGLADES,20060712,27.25,,31.7,,22.8,,23.9,
FCE,EVERGLADES,20060713,25.85,,27.8,,23.9,,1,
FCE,EVERGLADES,20060714,27.2,,30,,24.4,,0.8,
FCE,EVERGLADES,20060715,29.15,,33.9,,24.4,,0,
FCE,EVERGLADES,20060716,28.6,,33.3,,23.9,,2.5,
FCE,EVERGLADES,20060717,29.15,,33.9,,24.4,,34.3,
FCE,EVERGLADES,20060718,28.85,,33.3,,24.4,,8.1,
FCE,EVERGLADES,20060719,29.15,,33.9,,24.4,,18.3,
FCE,EVERGLADES,20060720,28.05,,32.8,,23.3,,7.1,
FCE,EVERGLADES,20060721,26.95,,30.6,,23.3,,15.7,
FCE,EVERGLADES,20060722,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060723,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060724,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060725,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060726,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060727,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060728,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060729,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060730,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060731,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060801,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060802,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060803,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060804,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060805,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060806,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20060807,29.15,,35,,23.3,,-9999,M
FCE,EVERGLADES,20060808,28.6,,33.3,,23.9,,5.6,
FCE,EVERGLADES,20060809,28.3,,33.3,,23.3,,14,
FCE,EVERGLADES,20060810,28.6,,34.4,,22.8,,9.1,
FCE,EVERGLADES,20060811,28.6,,32.2,,25,,0,
FCE,EVERGLADES,20060812,28.9,,32.2,,25.6,,0,
FCE,EVERGLADES,20060813,28.35,,32.8,,23.9,,0,
FCE,EVERGLADES,20060814,27.8,,32.8,,22.8,,2.5,
FCE,EVERGLADES,20060815,29.15,,34.4,,23.9,,2.8,
FCE,EVERGLADES,20060816,28.85,,33.3,,24.4,,2.8,
FCE,EVERGLADES,20060817,28.05,,32.2,,23.9,,25.9,
FCE,EVERGLADES,20060818,28.85,,33.3,,24.4,,9.1,
FCE,EVERGLADES,20060819,28.6,,32.8,,24.4,,0.3,
FCE,EVERGLADES,20060820,27.5,,32.2,,22.8,,1.5,
FCE,EVERGLADES,20060821,28.05,,32.2,,23.9,,1.8,
FCE,EVERGLADES,20060822,28.6,,32.8,,24.4,,6.9,
FCE,EVERGLADES,20060823,28.6,,32.8,,24.4,,0,
FCE,EVERGLADES,20060824,29.2,,32.8,,25.6,,0,
FCE,EVERGLADES,20060825,29.2,,32.8,,25.6,,0,
FCE,EVERGLADES,20060826,28.35,,32.8,,23.9,,0.5,
FCE,EVERGLADES,20060827,29.7,,35,,24.4,,1.5,
FCE,EVERGLADES,20060828,29.7,,34.4,,25,,7.6,
FCE,EVERGLADES,20060829,29.7,,34.4,,25,,16.3,
FCE,EVERGLADES,20060830,28.3,,32.2,,24.4,,94.5,
FCE,EVERGLADES,20060831,27.2,,29.4,,25,,18.8,
FCE,EVERGLADES,20060901,28.9,,31.7,,26.1,,3.6,
FCE,EVERGLADES,20060902,28.65,,31.7,,25.6,,0.8,
FCE,EVERGLADES,20060903,27.5,,31.1,,23.9,,6.6,
FCE,EVERGLADES,20060904,27.8,,31.7,,23.9,,21.3,
FCE,EVERGLADES,20060905,27.5,,31.7,,23.3,,1.3,
FCE,EVERGLADES,20060906,26.1,,27.8,,24.4,,0.5,
FCE,EVERGLADES,20060907,28.6,,32.2,,25,,0,
FCE,EVERGLADES,20060908,28.9,,32.2,,25.6,,0,
FCE,EVERGLADES,20060909,29.75,,33.9,,25.6,,0,
FCE,EVERGLADES,20060910,29.4,,34.4,,24.4,,1,
FCE,EVERGLADES,20060911,29.45,,33.9,,25,,23.1,
FCE,EVERGLADES,20060912,29.15,,33.3,,25,,19.6,
FCE,EVERGLADES,20060913,29.15,,33.9,,24.4,,86.4,
FCE,EVERGLADES,20060914,28.35,,31.7,,25,,46,
FCE,EVERGLADES,20060915,29.2,,32.8,,25.6,,0.5,
FCE,EVERGLADES,20060916,28.6,,32.8,,24.4,,5.8,
FCE,EVERGLADES,20060917,28.85,,33.3,,24.4,,2,
FCE,EVERGLADES,20060918,28.85,,33.3,,24.4,,19.8,
FCE,EVERGLADES,20060919,27.8,,31.7,,23.9,,9.4,
FCE,EVERGLADES,20060920,28.3,,32.2,,24.4,,12.4,
FCE,EVERGLADES,20060921,28.05,,31.7,,24.4,,4.8,
FCE,EVERGLADES,20060922,28.9,,32.8,,25,,0,
FCE,EVERGLADES,20060923,28.9,,33.9,,23.9,,35.3,
FCE,EVERGLADES,20060924,29.15,,33.9,,24.4,,0.3,
FCE,EVERGLADES,20060925,29.2,,32.8,,25.6,,0,
FCE,EVERGLADES,20060926,28.6,,32.2,,25,,3,
FCE,EVERGLADES,20060927,28.35,,31.7,,25,,0,
FCE,EVERGLADES,20060928,27.5,,31.7,,23.3,,10.2,
FCE,EVERGLADES,20060929,25.25,,31.1,,19.4,,0,
FCE,EVERGLADES,20060930,26.15,,31.7,,20.6,,0,
FCE,EVERGLADES,20061001,28.3,,33.3,,23.3,,0,
FCE,EVERGLADES,20061002,28.35,,33.9,,22.8,,0,
FCE,EVERGLADES,20061003,28.05,,33.3,,22.8,,0,
FCE,EVERGLADES,20061004,27.5,,32.2,,22.8,,0,
FCE,EVERGLADES,20061005,27.2,,32.2,,22.2,,0,
FCE,EVERGLADES,20061006,27.25,,31.7,,22.8,,0,
FCE,EVERGLADES,20061007,27.75,,33.3,,22.2,,0,
FCE,EVERGLADES,20061008,27.5,,32.8,,22.2,,0,
FCE,EVERGLADES,20061009,27.5,,32.2,,22.8,,0,
FCE,EVERGLADES,20061010,25,,30,,20,,0.5,
FCE,EVERGLADES,20061011,25,,30,,20,,0,
FCE,EVERGLADES,20061012,26.95,,31.7,,22.2,,0,
FCE,EVERGLADES,20061013,27.5,,31.1,,23.9,,2.5,
FCE,EVERGLADES,20061014,26.4,,31.7,,21.1,,0,
FCE,EVERGLADES,20061015,26.15,,31.7,,20.6,,0,
FCE,EVERGLADES,20061016,25.85,,30.6,,21.1,,0,
FCE,EVERGLADES,20061017,26.15,,30.6,,21.7,,0,
FCE,EVERGLADES,20061018,25.85,,30.6,,21.1,,0,
FCE,EVERGLADES,20061019,25.85,,30.6,,21.1,,0,
FCE,EVERGLADES,20061020,27.8,,31.7,,23.9,,0,
FCE,EVERGLADES,20061021,27.5,,31.1,,23.9,,0,
FCE,EVERGLADES,20061022,27.2,,32.2,,22.2,,0,
FCE,EVERGLADES,20061023,27.75,,32.2,,23.3,,0,
FCE,EVERGLADES,20061024,22.8,,33.9,,11.7,,0,
FCE,EVERGLADES,20061025,18.6,,25,,12.2,,0,
FCE,EVERGLADES,20061026,21.1,,28.3,,13.9,,0,
FCE,EVERGLADES,20061027,23.3,,29.4,,17.2,,0,
FCE,EVERGLADES,20061028,25.3,,30.6,,20,,11.9,
FCE,EVERGLADES,20061029,20.3,,26.7,,13.9,,2.5,
FCE,EVERGLADES,20061030,22.2,,28.3,,16.1,,0,
FCE,EVERGLADES,20061031,25,,29.4,,20.6,,0,
FCE,EVERGLADES,20061101,26.65,,31.1,,22.2,,0,
FCE,EVERGLADES,20061102,26.1,,29.4,,22.8,,0,
FCE,EVERGLADES,20061103,22.8,,25.6,,20,,17.8,
FCE,EVERGLADES,20061104,25.3,,28.9,,21.7,,0.5,
FCE,EVERGLADES,20061105,23.9,,27.8,,20,,0,
FCE,EVERGLADES,20061106,24.45,,28.9,,20,,0,
FCE,EVERGLADES,20061107,24.75,,28.9,,20.6,,0,
FCE,EVERGLADES,20061108,24.75,,28.9,,20.6,,0,
FCE,EVERGLADES,20061109,22.75,,29.4,,16.1,,0,
FCE,EVERGLADES,20061110,20.85,,26.7,,15,,0,
FCE,EVERGLADES,20061111,21.65,,26.1,,17.2,,0,
FCE,EVERGLADES,20061112,22.25,,27.8,,16.7,,0,
FCE,EVERGLADES,20061113,24.45,,30.6,,18.3,,0,
FCE,EVERGLADES,20061114,23.85,,29.4,,18.3,,0,
FCE,EVERGLADES,20061115,22.2,,29.4,,15,,0,
FCE,EVERGLADES,20061116,25.8,,29.4,,22.2,,8.1,
FCE,EVERGLADES,20061117,22.8,,26.7,,18.9,,0,
FCE,EVERGLADES,20061118,18.35,,23.9,,12.8,,0,
FCE,EVERGLADES,20061119,17.5,,26.1,,8.9,,0,
FCE,EVERGLADES,20061120,17.8,,23.9,,11.7,,0,
FCE,EVERGLADES,20061121,12.2,,17.2,,7.2,,0,
FCE,EVERGLADES,20061122,12.5,,18.9,,6.1,,0,
FCE,EVERGLADES,20061123,15,,21.7,,8.3,,0,
FCE,EVERGLADES,20061124,16.95,,25.6,,8.3,,0,
FCE,EVERGLADES,20061125,18.9,,26.1,,11.7,,0,
FCE,EVERGLADES,20061126,21.15,,26.7,,15.6,,0,
FCE,EVERGLADES,20061127,21.95,,27.8,,16.1,,0,
FCE,EVERGLADES,20061128,22.8,,28.9,,16.7,,0,
FCE,EVERGLADES,20061129,24.4,,29.4,,19.4,,0,
FCE,EVERGLADES,20061130,25.55,,30,,21.1,,2.3,
FCE,EVERGLADES,20061201,25.55,,30,,21.1,,0,
FCE,EVERGLADES,20061202,25.3,,30,,20.6,,0,
FCE,EVERGLADES,20061203,25.3,,30.6,,20,,0,
FCE,EVERGLADES,20061204,25.55,,31.1,,20,,0,
FCE,EVERGLADES,20061205,22.25,,28.9,,15.6,,0,
FCE,EVERGLADES,20061206,21.65,,27.2,,16.1,,0,
FCE,EVERGLADES,20061207,24.15,,30,,18.3,,0,
FCE,EVERGLADES,20061208,21.1,,27.2,,15,,0,
FCE,EVERGLADES,20061209,14.75,,17.8,,11.7,,0,
FCE,EVERGLADES,20061210,18.85,,24.4,,13.3,,0,
FCE,EVERGLADES,20061211,20.85,,26.7,,15,,0,
FCE,EVERGLADES,20061212,21.95,,27.2,,16.7,,0,
FCE,EVERGLADES,20061213,22.8,,27.8,,17.8,,0,
FCE,EVERGLADES,20061214,25.25,,29.4,,21.1,,0,
FCE,EVERGLADES,20061215,24.45,,28.3,,20.6,,0,
FCE,EVERGLADES,20061216,22.5,,25,,20,,5.1,
FCE,EVERGLADES,20061217,21.1,,22.2,,20,,4.8,
FCE,EVERGLADES,20061218,21.4,,27.8,,15,,0,
FCE,EVERGLADES,20061219,21.65,,28.3,,15,,0,
FCE,EVERGLADES,20061220,22.5,,28.3,,16.7,,0,
FCE,EVERGLADES,20061221,22.5,,28.3,,16.7,,0,
FCE,EVERGLADES,20061222,24.45,,28.3,,20.6,,0,
FCE,EVERGLADES,20061223,24.75,,28.9,,20.6,,3.8,
FCE,EVERGLADES,20061224,25.3,,30,,20.6,,0,
FCE,EVERGLADES,20061225,-9999,M,-9999,M,-9999,M,-9999,M
FCE,EVERGLADES,20061226,23.9,,28.9,,18.9,,-9999,M
FCE,EVERGLADES,20061227,17.75,,23.3,,12.2,,2.5,
FCE,EVERGLADES,20061228,15,,20,,10,,0,
FCE,EVERGLADES,20061229,19.15,,27.2,,11.1,,0,
FCE,EVERGLADES,20061230,23.05,,28.3,,17.8,,0,
FCE,EVERGLADES,20061231,24.7,,29.4,,20,,0,
FCE,EVERGLADES,20070101,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,20070102,24.15,,28.9,,19.4,,0,
FCE,EVERGLADES,20070103,23.9,,27.8,,20,,0,
FCE,EVERGLADES,20070104,24.45,,30,,18.9,,0,
FCE,EVERGLADES,20070105,23.6,,28.9,,18.3,,0,
FCE,EVERGLADES,20070106,24.15,,29.4,,18.9,,0,
FCE,EVERGLADES,20070107,20.3,,28.9,,11.7,,0,
FCE,EVERGLADES,20070108,24.45,,30,,18.9,,0,
FCE,EVERGLADES,20070109,20,,27.8,,12.2,,0,
FCE,EVERGLADES,20070110,15.55,,23.3,,7.8,,0,
FCE,EVERGLADES,20070111,16.7,,21.7,,11.7,,0,
FCE,EVERGLADES,20070112,20,,26.1,,13.9,,0,
FCE,EVERGLADES,20070113,21.65,,27.2,,16.1,,0,
FCE,EVERGLADES,20070114,22.75,,28.3,,17.2,,0,
FCE,EVERGLADES,20070115,21.95,,27.8,,16.1,,0,
FCE,EVERGLADES,20070116,22.5,,26.1,,18.9,,0,
FCE,EVERGLADES,20070117,21.65,,27.2,,16.1,,0,
FCE,EVERGLADES,20070118,20.55,,28.3,,12.8,,0,
FCE,EVERGLADES,20070119,19.2,,27.8,,10.6,,0,
FCE,EVERGLADES,20070120,23.9,,30,,17.8,,0,
FCE,EVERGLADES,20070121,22.8,,28.9,,16.7,,0,
FCE,EVERGLADES,20070122,23.6,,29.4,,17.8,,0,
FCE,EVERGLADES,20070123,23.9,,27.8,,20,,0,
FCE,EVERGLADES,20070124,22.8,,27.8,,17.8,,0,
FCE,EVERGLADES,20070125,20.55,,27.2,,13.9,,0,
FCE,EVERGLADES,20070126,17.2,,27.2,,7.2,,8.1,
FCE,EVERGLADES,20070127,16.4,,22.8,,10,,0,
FCE,EVERGLADES,20070128,19.45,,25.6,,13.3,,2,
FCE,EVERGLADES,20070129,17.2,,24.4,,10,,0,
FCE,EVERGLADES,20070130,13.9,,21.7,,6.1,,0,
FCE,EVERGLADES,20070131,14.75,,21.7,,7.8,,0,
FCE,EVERGLADES,20070201,16.4,,25,,7.8,,0,
FCE,EVERGLADES,20070202,22.2,,27.2,,17.2,,0,
FCE,EVERGLADES,20070203,23.05,,26.7,,19.4,,0,
FCE,EVERGLADES,20070204,19.15,,23.9,,14.4,,5.8,
FCE,EVERGLADES,20070205,20.55,,28.3,,12.8,,27.4,
FCE,EVERGLADES,20070206,13.05,,16.7,,9.4,,3.3,
FCE,EVERGLADES,20070207,15.85,,21.7,,10,,0,
FCE,EVERGLADES,20070208,19.75,,26.7,,12.8,,0,
FCE,EVERGLADES,20070209,18.9,,25.6,,12.2,,0,
FCE,EVERGLADES,20070210,19.7,,27.2,,12.2,,0,
FCE,EVERGLADES,20070211,18.35,,25,,11.7,,0,
FCE,EVERGLADES,20070212,19.2,,26.7,,11.7,,6.1,
FCE,EVERGLADES,20070213,19.75,,22.8,,16.7,,0,
FCE,EVERGLADES,20070214,21.7,,25.6,,17.8,,0,
FCE,EVERGLADES,20070215,21.1,,26.1,,16.1,,0,
FCE,EVERGLADES,20070216,16.4,,21.1,,11.7,,9.9,
FCE,EVERGLADES,20070217,10,,16.1,,3.9,,0,
FCE,EVERGLADES,20070218,11.65,,18.3,,5,,1.5,
FCE,EVERGLADES,20070219,10.3,,18.9,,1.7,,0,
FCE,EVERGLADES,20070220,13.6,,21.1,,6.1,,0,
FCE,EVERGLADES,20070221,15.3,,23.9,,6.7,,0,
FCE,EVERGLADES,20070222,19.75,,25.6,,13.9,,0,
FCE,EVERGLADES,20070223,20.55,,28.9,,12.2,,0,
FCE,EVERGLADES,20070224,21.1,,28.9,,13.3,,0,
FCE,EVERGLADES,20070225,21.4,,27.2,,15.6,,0,
FCE,EVERGLADES,20070226,22.8,,26.7,,18.9,,0,
FCE,EVERGLADES,20070227,24.45,,26.7,,22.2,,0,
FCE,EVERGLADES,20070228,23.35,,26.7,,20,,14.7,
FCE,EVERGLADES,20070301,25,,30,,20,,0,
FCE,EVERGLADES,20070302,25,,30,,20,,0,
FCE,EVERGLADES,20070303,22.2,,28.3,,16.1,,0,
FCE,EVERGLADES,20070304,22.2,,28.3,,16.1,,0,
FCE,EVERGLADES,20070305,17.8,,25.6,,10,,0,
FCE,EVERGLADES,20070306,16.35,,24.4,,8.3,,0,
FCE,EVERGLADES,20070307,18.9,,26.7,,11.1,,0,
FCE,EVERGLADES,20070308,19.45,,26.1,,12.8,,0,
FCE,EVERGLADES,20070309,22.5,,28.9,,16.1,,0,
FCE,EVERGLADES,20070310,23.1,,30.6,,15.6,,0,
FCE,EVERGLADES,20070311,21.7,,27.8,,15.6,,0,
FCE,EVERGLADES,20070312,23.35,,30.6,,16.1,,0,
FCE,EVERGLADES,20070313,22.75,,29.4,,16.1,,0,
FCE,EVERGLADES,20070314,22.5,,28.9,,16.1,,0,
FCE,EVERGLADES,20070315,22.2,,27.2,,17.2,,0,
FCE,EVERGLADES,20070316,23.6,,28.3,,18.9,,11.4,
FCE,EVERGLADES,20070317,21.7,,26.7,,16.7,,0.8,
FCE,EVERGLADES,20070318,17.2,,26.1,,8.3,,0,
FCE,EVERGLADES,20070319,16.95,,25.6,,8.3,,0,
FCE,EVERGLADES,20070320,19.45,,27.2,,11.7,,0,
FCE,EVERGLADES,20070321,21.1,,27.2,,15,,0,
FCE,EVERGLADES,20070322,21.65,,28.3,,15,,10.2,
FCE,EVERGLADES,20070323,22.25,,26.7,,17.8,,10.4,
FCE,EVERGLADES,20070324,24.2,,30.6,,17.8,,0,
FCE,EVERGLADES,20070325,23.9,,30,,17.8,,0,
FCE,EVERGLADES,20070326,23.05,,29.4,,16.7,,0,
FCE,EVERGLADES,20070327,23.9,,30,,17.8,,0,
FCE,EVERGLADES,20070328,22.8,,30,,15.6,,0,
FCE,EVERGLADES,20070329,23.65,,30.6,,16.7,,0,
FCE,EVERGLADES,20070330,24.45,,30.6,,18.3,,0,
FCE,EVERGLADES,20070331,23.6,,30,,17.2,,0,
FCE,EVERGLADES,20070401,22.25,,28.9,,15.6,,0,
FCE,EVERGLADES,20070402,22.75,,29.4,,16.1,,0,
FCE,EVERGLADES,20070403,23.05,,28.3,,17.8,,0,
FCE,EVERGLADES,20070404,24.45,,30.6,,18.3,,0,
FCE,EVERGLADES,20070405,23.9,,31.1,,16.7,,0,
FCE,EVERGLADES,20070406,23.9,,31.1,,16.7,,1,
FCE,EVERGLADES,20070407,19.15,,27.2,,11.1,,0,
FCE,EVERGLADES,20070408,17.5,,26.1,,8.9,,0,
FCE,EVERGLADES,20070409,18.65,,26.7,,10.6,,0,
FCE,EVERGLADES,20070410,21.4,,27.8,,15,,0,
FCE,EVERGLADES,20070411,24.15,,28.9,,19.4,,52.3,
FCE,EVERGLADES,20070412,24.45,,27.8,,21.1,,27.7,
FCE,EVERGLADES,20070413,24.15,,28.3,,20,,4.8,
FCE,EVERGLADES,20070414,26.4,,32.8,,20,,0.8,
FCE,EVERGLADES,20070415,25.55,,30,,21.1,,0,
FCE,EVERGLADES,20070416,18.9,,27.2,,10.6,,8.1,
FCE,EVERGLADES,20070417,17.8,,23.9,,11.7,,0,
FCE,EVERGLADES,20070418,19.75,,26.7,,12.8,,0,
FCE,EVERGLADES,20070419,20,,24.4,,15.6,,0,
FCE,EVERGLADES,20070420,21.4,,26.7,,16.1,,0,
FCE,EVERGLADES,20070421,23.35,,30.6,,16.1,,0,
FCE,EVERGLADES,20070422,24.2,,30.6,,17.8,,0,
FCE,EVERGLADES,20070423,22.2,,30,,14.4,,0,
FCE,EVERGLADES,20070424,22.5,,28.9,,16.1,,0,
FCE,EVERGLADES,20070425,24.2,,30.6,,17.8,,0,
FCE,EVERGLADES,20070426,23.9,,28.9,,18.9,,0,
FCE,EVERGLADES,20070427,24.7,,29.4,,20,,0,
FCE,EVERGLADES,20070428,25,,28.3,,21.7,,0,
FCE,EVERGLADES,20070429,23.6,,30,,17.2,,0,
FCE,EVERGLADES,20070430,26.1,,33.3,,18.9,,0,
FCE,EVERGLADES,20070501,25.8,,33.3,,18.3,,0,
